DEPARTMENT,NAME,JOB TITLE
FIRE,"MARTIN,  PAUL R",DEPUTY DISTRICT CHIEF
BOARD/COMMISSION MEMBER,"MARTOWSKI, JOHN G",
COMMUNITY DEVELOPMENT,"MASSEL,  SUSAN",DIR OF PUBLIC AFFAIRS
BOARD/COMMISSION MEMBER,"MASSEY, WALTER E",
BOARD/COMMISSION MEMBER,"MASTANDREA, LINDA",
BOARD/COMMISSION MEMBER,"MATANKY, JAMES E",
BOARD/COMMISSION MEMBER,"MATANKY, JAMES E",
MAYOR'S OFFICE,"MATHER,  CHRISTINE E",PRESS SECRETARY
OEMC,"MATHIS,  AUDREY L",DIR OF 311 CITY SERVICES
BOARD/COMMISSION MEMBER,"MATHIS, VIRGIL",
MAYOR'S OFFICE,"MAYBERRY,  TAMARA D",ADMINISTRATIVE ASST
BOARD/COMMISSION MEMBER,"MAYER, JULIE A",
CULTURAL AFFAIRS,"MAY,  MARY L",PUBLIC RELATIONS COORD
MAYOR'S OFFICE,"MAYSONET,  ANGELA",PRESS AIDE I
BOARD/COMMISSION MEMBER,"MAZZAI, JERRY E",
BUILDINGS,"MC CAFFREY,  WILLIAM R",DIR OF PUBLIC AFFAIRS
POLICE,"MC CARTHY,  GARRY F",SUPERINTENDENT OF POLICE
TRANSPORTN,"MC DARRAH,  ROBERT W",DEPUTY COMMISSIONER
CULTURAL AFFAIRS,"MC DERMOTT,  DAVID",FIRST DEPUTY COMMISSIONER
BOARD/COMMISSION MEMBER,"MC DONALD, BARBARA A",
BOARD/COMMISSION MEMBER,"MC DONALD, TERESE L",
BOARD/COMMISSION MEMBER,"MC GARRY, MICHAEL M",
BOARD/COMMISSION MEMBER,"MC GHEE, ROBERT V",
BOARD/COMMISSION MEMBER,"MC GILL, ROGER A",
BOARD/COMMISSION MEMBER,"MC GINNIS, SARAH",
STREETS & SAN,"MC GOWAN,  NATHANIEL",WARD SUPERINTENDENT
BOARD/COMMISSION MEMBER,"McHALE, JAMES",
BOARD/COMMISSION MEMBER,"Mc HALE, JAMES A",
PROCUREMENT,"MC ISAAC,  JAMES M",DEPUTY PROCUREMENT OFFICER
BOARD/COMMISSION MEMBER,"MC KEE, DOVETTA",
FIRE,"MC KEE,  ROBERT L",DEPUTY DISTRICT CHIEF
BOARD/COMMISSION MEMBER,"MCKEEVER, SUSAN",
WATER MANAGEMENT,"MCMAHON, THOMAS",FOREMAN HOISTING ENGINEER
BUDGET & MGMT,"MC NABB,  ANN M",MANAGING DEPUTY BUDGET DIRECTOR
POLICE,"MC NAUGHTON,  DAVID R",COMMANDER
FIRE,"MC NICHOLAS,  JOHN",ASST DEPUTY FIRE COMMISSIONER
BUSINESS AFFAIRS,"MC VANE,  JIM",DEPUTY COMMISSIONER
POLICE,"MEALER,  MICHAEL J",COMMANDER
BOARD/COMMISSION MEMBER,"MEDINA, PABLO",
OEMC,"MEEKER,  RICHARD M",DEPUTY DIR
BOARD/COMMISSION MEMBER,MEGHIE CARRIE,
MAYOR'S OFFICE,"MEHTA, MILIN D",
BOARD/COMMISSION MEMBER,"MEJIAS, PEGGY A",
BOARD/COMMISSION MEMBER,"MELIDIS, CEASAR J",
BOARD/COMMISSION MEMBER,"MELVIN, JR., C C",
BOARD/COMMISSION MEMBER,"MEMEOFF, SAMUEL M",
BOARD/COMMISSION MEMBER,"MENCHACA, FRANCISCO",
BUILDINGS,"MERCHANT,  MICHAEL R",COMMISSIONER OF BUILDINGS
FAMILY & SUPPORT,"MERRITT,  KENYA K",DEPUTY COMMISSIONER
BOARD/COMMISSION MEMBER,"METZ, JILL",
MAYOR'S OFFICE,"MEYER,  KENNETH J",ASST TO THE MAYOR
BOARD/COMMISSION MEMBER,"MEZA, CELIA",
BOARD/COMMISSION MEMBER,"MICELI, SR., WILLIAM C",
BOARD/COMMISSION MEMBER,"MICHAEL, JAY",
BOARD/COMMISSION MEMBER,"MIDDLETON, CHARLES R",
BOARD/COMMISSION MEMBER,"MIGLINAS, JONAS A",
BOARD/COMMISSION MEMBER,"MILFORD, STEVEN",
BOARD/COMMISSION MEMBER,"MILLER, JOHNNY",
BOARD/COMMISSION MEMBER,"MILLHOUSE III, WILBUR",
BOARD/COMMISSION MEMBER,"MILNE, DOROTHY",
BOARD/COMMISSION MEMBER,"MIMALON, THOMAS L",
BOARD/COMMISSION MEMBER,"MINOR-JACKSON, JUDY",
MAYOR'S OFFICE,"MINTLE,  THERESA E",CHIEF OF STAFF
BOARD/COMMISSION MEMBER,"MITCHELL, ANDREA",
FAMILY & SUPPORT,"MITCHELL,  JOEL R",DEPUTY COMMISSIONER
BOARD/COMMISSION MEMBER,"MITCHELL, MAXINE V",
BOARD/COMMISSION MEMBER,"MOIANI, ELLEN",
BOARD/COMMISSION MEMBER,"MONJE, LUIS",
FINANCE,"MONNELLY,  FRANK J",DEPUTY COMPTROLLER
FIRE,"MONROE,  WILLIAM",DEPUTY DISTRICT CHIEF
BOARD/COMMISSION MEMBER,"MONTALVO, MELISSA",
BOARD/COMMISSION MEMBER,"MONTANO, MELISSA",
BOARD/COMMISSION MEMBER,"MONTEBELLO ROMAN, JULIANA",
BOARD/COMMISSION MEMBER,"MONTOYA, MAL",
BOARD/COMMISSION MEMBER,"MOODY, FRED",
COMMUNITY DEVELOPMENT,"MOONEY,  ANDREW J",COMMISSIONER OF HOUSING & ECONOMIC DEV
BOARD/COMMISSION MEMBER,"MOORE-HOFFMAN, MONIQUE",
BOARD/COMMISSION MEMBER,"MORADO, JR., JUAN",
FINANCE,"MORAN,  CODY L",DEPUTY COMPTROLLER
BOARD/COMMISSION MEMBER,"MORAN, EVE",
BOARD/COMMISSION MEMBER,"MORENO, JUAN G",
BOARD/COMMISSION MEMBER,"MORENO, MICHAEL",
BOARD/COMMISSION MEMBER,"MORITA, JOSINA",
HEALTH,"MORITA,  JULIA Y",DEPUTY COMMISSIONER
BOARD/COMMISSION MEMBER,"MOSES, HANNAH",
BOARD/COMMISSION MEMBER,"MOSLEY, LEISA",
POLICE,"MOY BARTOSIK,  LUCILLE H",COMMANDER
STREETS & SAN,"MOY,  DANIEL A",WARD SUPERINTENDENT
BOARD/COMMISSION MEMBER,"MOY, STEPHEN LEE",
IPRA,"MUELLENBACH,  ERIC M",DEPUTY CHIEF ADMINISTRATOR
MAYOR'S OFFICE,"MUELLER,  LINDSAY E",ADMINISTRATIVE ASST
BOARD/COMMISSION MEMBER,"MULCAHY, KATHLEEN WALSH",
FIRE,"MUNGOVAN,  JAMES",DEPUTY DISTRICT CHIEF
HEALTH,"MUNOZ,  JOSE M",DEPUTY COMMISSIONER
BOARD/COMMISSION MEMBER,"MUNRO, BEN",
WATER MGMNT,"MURPHY,  BARRETT B",MANAGING DEPUTY COMMISSIONER
POLICE,"MURPHY,  BRIAN S",DEPUTY SUPERINTENDENT
POLICE,"MURPHY,  JOSEPH",COMMANDER
BOARD/COMMISSION MEMBER,"MURPHY, KERRY",
FAMILY & SUPPORT,"MURRAY,  JILL",ADMINISTRATIVE ASST
BOARD/COMMISSION MEMBER,"MUSA, MAJDEL S",
BOARD/COMMISSION MEMBER,"MUSCADIN, FARAH",
BOARD/COMMISSION MEMBER,"MUSSATT, DAVID",
BOARD/COMMISSION MEMBER,"MUSSATT, DAVID J",
FAMILY & SUPPORT,"MYERS,  JENNE D",DEPUTY COMMISSIONER
TRANSPORTN,"MYERS,  ROBERT L",DEPUTY COMMISSIONER
BOARD/COMMISSION MEMBER,"NAGHAVI, MIRJAVAD",
AVIATION,"NAJA,  KHALED Y",MANAGING DEPUTY COMMISSIONER
BOARD/COMMISSION MEMBER,"NANCE, KRISTIN KATHLEEN",
BOARD/COMMISSION MEMBER,"NAVARRO, OFELIA",
BOARD/COMMISSION MEMBER,"NEEDHAM, BRIAN K",
TREASURER,NEELY STEPHANIE D,CITY TREASURER
BOARD/COMMISSION MEMBER,"NELSON, CARLOS A",
BOARD/COMMISSION MEMBER,"NELSON, PATRICIA E",
BOARD/COMMISSION MEMBER,"NEMES, MAURA",
BOARD/COMMISSION MEMBER,"NETZKY, ASHLEY",
BOARD/COMMISSION MEMBER,"NEWSOME, CHARLES",
BOARD/COMMISSION MEMBER,"NEWSOME, SHIRLEY J.",
BOARD/COMMISSION MEMBER,"NICE, RAYMOND T",
FIRE,"NICHOLS,  LOYAL",DEPUTY DISTRICT CHIEF
BOARD/COMMISSION MEMBER,"NIEHOFF, HEATHER",
FIRE,"NIELSEN,  MARK A",CHIEF
CULTURAL AFFAIRS,"NIELSON,  MATTHEW J",DEPUTY COMMISSIONER
BOARD/COMMISSION MEMBER,"NIHLEAN, TINA TRAVLOS",
BOARD/COMMISSION MEMBER,"NIHLEAN, TRAVLOS TINA",
BOARD/COMMISSION MEMBER,"NIXON, ERIC",
DoIT,"NOLAN,  CARLETON",DEPUTY CHIEF INFORMATION OFFICER
BOARD/COMMISSION MEMBER,"NOLFI JR, ROBERT S.",
BOARD/COMMISSION MEMBER,"NOOR YAQOOB, MOHAMMAD",
HUMAN RELATIONS,"NORIEGA,  MONA",CHAIRPERSON - COMMISSION ON HUMAN RELATIONS
BOARD/COMMISSION MEMBER,"NORSMAN, BRENT A",
BOARD/COMMISSION MEMBER,"NOVOTNY, AMY",
BOARD/COMMISSION MEMBER,"NOWICKI, JULIA M",
STREETS & SAN,"NOWOTNY,  DONALD P",WARD SUPERINTENDENT
STREETS & SAN,"NUNEZ,  CESAR",WARD SUPERINTENDENT
BOARD/COMMISSION MEMBER,"OBERMAN, MARTIN J",
DoIT,"O BRIEN,  DIANE L",DEPUTY CHIEF INFORMATION OFFICER
BOARD/COMMISSION MEMBER,"O'BRIEN, PETER J",
BOARD/COMMISSION MEMBER,"O'BRIEN SR, PETER J",
BOARD/COMMISSION MEMBER,"O'CONNELL, DARCI",
FIRE,"O CONNELL,  JAMES N",ASST DEPUTY CHIEF PARAMEDIC
MAYOR'S OFFICE,"O CONNELL,  KATHRYN",ASST TO THE MAYOR
BOARD/COMMISSION MEMBER,"O CONNELL, MARGARET A",
BOARD/COMMISSION MEMBER,"O'CONNELL, MARGARET A",
AVIATION,"O CONNOR,  ELLEN A",MANAGING DEPUTY COMMISSIONER
AVIATION,"O CONNOR JR,  JOSEPH W",MANAGING DEPUTY COMMISSIONER
AVIATION,"O DONNELL,  ERIN M",MANAGING DEPUTY COMMISSIONER
POLICE,"O GRADY,  JAMES G",COMMANDER
BOARD/COMMISSION MEMBER,"O GRADY, SHEILA",
BOARD/COMMISSION MEMBER,"OHDE, HAROLD C",
BOARD/COMMISSION MEMBER,"O'KEEFE, DAVID T",
BOARD/COMMISSION MEMBER,"OLANDER, LYNDA",
BOARD/COMMISSION MEMBER,"OLIVERI, JOE",
BOARD/COMMISSION MEMBER,"O'MALLEY, JOHN",
POLICE,"O NEILL,  DONALD J",DIR OF MANAGEMENT/LABOR AFFAIRS
BOARD/COMMISSION MEMBER,"ONGKIKO, CHRIS",
BOARD/COMMISSION MEMBER,"ONQUE, SCOTT",
BOARD/COMMISSION MEMBER,"ORDIMARIO, ROBERT V",
BUDGET & MGMT,"O REILLY,  BETH D",DEPUTY BUDGET DIR
BOARD/COMMISSION MEMBER,"ORTEGA, RAMON A",
FAMILY & SUPPORT,"ORTIZ CRUZ,  ARLENE",MANAGING DEPUTY COMMISSIONER
BOARD/COMMISSION MEMBER,"ORTIZ, DARLENE",
BOARD/COMMISSION MEMBER,"OSINOWO, KARYN P",
HUMAN RESOURCES,"OWEN,  CHRISTOPHER K",FIRST DEPUTY COMMISSIONER
BOARD/COMMISSION MEMBER,"OWINGS, KEVIN",
BOARD/COMMISSION MEMBER,"OZIBEIEWICZ, GABRIEL",
BUSINESS AFFAIRS,"PADDOCK,  EDWARD",DEPUTY COMMISSIONER
BOARD/COMMISSION MEMBER,"PADILLA, JR., LUCIANO",
BOARD/COMMISSION MEMBER,"PAIGE, JOHN H",
BOARD/COMMISSION MEMBER,"PAIGE, TIFFANY",
AVIATION,"PALIVOS,  BILLY",DEPUTY COMMISSIONER
MAYOR'S OFFICE,"PALMEN,  BRYNN N",ADMINISTRATIVE ASST
BOARD/COMMISSION MEMBER,"PALMS BARBER, BRENDA",
BOARD/COMMISSION MEMBER,"PAQUETTE, GENE",
BOARD/COMMISSION MEMBER,"PAQUETTE, GENE",
MAYOR'S OFFICE,"PARANG,  FARZIN",ADMINISTRATIVE ASST
REVENUE,"PARK,  CYNTHIA S",DEPUTY DIR
BOARD/COMMISSION MEMBER,"PARKER, DEBRA",
BOARD/COMMISSION MEMBER,"PARK, JAZ",
BOARD/COMMISSION MEMBER,"PARR, DEBRA RILEY",
BOARD/COMMISSION MEMBER,"PASPALAS, THOMAS A",
BOARD/COMMISSION MEMBER,"PATEL, BHAVESH",
BOARD/COMMISSION MEMBER,"PATEL, NEER",
BOARD/COMMISSION MEMBER,"PATEL, SUSAN",
BOARD/COMMISSION MEMBER,"PATTERSON, CHAKA M",
POLICE,"PATTERSON,  JOSEPH",DEPUTY CHIEF
SUPPLIER DIVERSITY DIVISION,"PATTERSON,  KAREN M",DEPUTY DIR
BOARD/COMMISSION MEMBER,"PATTERSON, ROBERT REV",
LAW,"PATTON, STEPHEN",CORPORATION COUNSEL
BOARD/COMMISSION MEMBER,"PEREZ, ANGELITA",
BOARD/COMMISSION MEMBER,"PEREZ, JESUS",
BOARD/COMMISSION MEMBER,"PEREZ, JORGE",
BOARD/COMMISSION MEMBER,"PEREZ, LILIAN",
BOARD/COMMISSION MEMBER,"PEREZ, PATRICIA G",
FIRE,"PETERS,  CHARLES E",ASST DEPUTY CHIEF PARAMEDIC
BOARD/COMMISSION MEMBER,"PETERSEN, GREG",
FIRE,"PETERSEN,  JACK H",DEPUTY DISTRICT CHIEF
LAW,"PETERS,  LYNDA A",CITY PROSECUTOR
BOARD/COMMISSION MEMBER,"PETERS, MARTHA B",
POLICE,"PETERSON,  STEVEN L",DEPUTY SUPERINTENDENT
BOARD/COMMISSION MEMBER,"PETTIGREW, CARL",
LAW,"PEZANOSKI,  DIANE M",DEPUTY CORPORATION COUNSEL
BOARD/COMMISSION MEMBER,"PFEIFFER, JOHN",
FAMILY & SUPPORT,"PFEIFFER,  JOHN W",FIRST DEPUTY COMMISSIONER
MAYOR'S OFFICE,"PHILLIPS,  ERIC D",SCHEDULER
POLICE,"PICARDI,  MICHAEL J",DEPUTY DIR
FIRE,"PINKSTON,  ERNIE L",DEPUTY DISTRICT CHIEF
BOARD/COMMISSION MEMBER,"PINTO, MARIA",
STREETS & SAN,"PITTMAN,  GLORIA",WARD SUPERINTENDENT
BUDGET & MGMT,"PLATTNER,  ANNETTE M",DEPUTY DIR
BOARD/COMMISSION MEMBER,"POLK, ALICE",
BOARD/COMMISSION MEMBER,"POLMAN, GREGORY P",
MAYOR'S OFFICE,"POMERANTZ,  MICHAEL",ASST ADMINISTRATIVE SECRETARY II
REVENUE,"PONCE,  RICHARD",DEPUTY DIR
BOARD/COMMISSION MEMBER,"POPE, JOHN A",
BOARD/COMMISSION MEMBER,"PORREZ, RIC",
FIRE,"POWELL,  CURTIS",DEPUTY DISTRICT CHIEF
BOARD/COMMISSION MEMBER,"POWELL, LETITIA",
MAYOR'S OFFICE,"POWELL,  LEWIS W",ASST ADMINISTRATIVE SECRETARY I
BOARD/COMMISSION MEMBER,"POWELL, SUMMER",
BOARD/COMMISSION MEMBER,"POWER, RIC",
BOARD/COMMISSION MEMBER,"POWERS, LAWRENCE O",
WATER MGMNT,"POWERS,  THOMAS H",COMMISSIONER OF WATER MGMT
BOARD/COMMISSION MEMBER,"POY, CHRISTOPHER PAUL",
BOARD/COMMISSION MEMBER,"POYNE, DIANE",
BOARD/COMMISSION MEMBER,"PRATS, EDUARDO R",
BOARD/COMMISSION MEMBER,"PRECIADO, JACOB",
BOARD/COMMISSION MEMBER,"PREST, MELAINA",
BOARD/COMMISSION MEMBER,"PRICE, HARRIET",
FINANCE,"PRICE HAYNES,  MICHELE D",MANAGING DEPUTY COMPTROLLER
POLICE,"PRICE,  RALPH M",GENERAL COUNSEL
BOARD/COMMISSION MEMBER,"PRICE, RICHARD S",
AVIATION,"PRIDE,  KAREN E",DIR OF PUBLIC AFFAIRS
BOARD/COMMISSION MEMBER,"PRINO, JOSEPH",
BOARD/COMMISSION MEMBER,"PROESEL, MARK K.",
DoIT,"PUCILO,  NORMAN P",DEPUTY CHIEF INFORMATION OFFICER
BOARD/COMMISSION MEMBER,"QUAZZO, DEBORAH H",
BOARD/COMMISSION MEMBER,"QUCK, STEVE",
BOARD/COMMISSION MEMBER,"QUINN, MEGHAN",
BOARD/COMMISSION MEMBER,"RADUENZEL, CALLY",
FAMILY & SUPPORT,"RAFAC,  MONICA M",DEPUTY COMMISSIONER
BOARD/COMMISSION MEMBER,"RAFFETY, MICHAEL V",
BOARD/COMMISSION MEMBER,"RAFFIN, ALBERT",
STREETS & SAN,"RAGO,  JOHN P",WARD SUPERINTENDENT
FIRE,"RAICA,  ROBERT M",ASST DEPUTY CHIEF PARAMEDIC
BOARD/COMMISSION MEMBER,"RAISIN, LOUIS",
BOARD/COMMISSION MEMBER,"RAMIREZ, JORGE",
BOARD/COMMISSION MEMBER,"RAMSEY, CHRISTINE A",
BOARD/COMMISSION MEMBER,"RAND, EVERETT",
MAYOR'S OFFICE,"RAPELYEA,  SEAN M",ASST TO THE MAYOR
BOARD/COMMISSION MEMBER,"RATNER, HEDY",
BOARD/COMMISSION MEMBER,"RAUCH, KELLY",
BOARD/COMMISSION MEMBER,"REED, ANDREA D",
BOARD/COMMISSION MEMBER,"REED, MIKE",
BOARD/COMMISSION MEMBER,"REGAN, ANN M",
MAYOR'S OFFICE,"REIDY,  LAURA J",ASST ADMINISTRATIVE SECRETARY III
BOARD/COMMISSION MEMBER,"REITMAN, JOSHUA",
STREETS & SAN,"RESTIVO,  MICHAEL J",WARD SUPERINTENDENT
BOARD/COMMISSION MEMBER,"RETTLER, DAVID",
BOARD/COMMISSION MEMBER,"REYNA-GUERRERO, SUSAN",
GENERAL SERVICES,"REYNOLDS,  DAVID J",COMMISSIONER OF GENERAL SERVICES
BOARD/COMMISSION MEMBER,"REYNOLDS, JAMES",
PROCUREMENT,"RHEE,  JAMIE L",CHIEF PROCUREMENT OFFICER
BOARD/COMMISSION MEMBER,"RHODES, EILEEN",
POLICE,"RICCIO,  ANTHONY J",COMMANDER
BOARD/COMMISSION MEMBER,"RICE, CYNTHIA DIANE",
BOARD/COMMISSION MEMBER,"RICE, SHELDON K",
STREETS & SAN,"RICHARDSON,  ROBERT A",MANAGING DEPUTY COMMISSIONER
BOARD/COMMISSION MEMBER,"RICHARD SUPANICH, DAVID",
FAMILY & SUPPORT,"RICH,  VANESSA",DEPUTY COMMISSIONER
BOARD/COMMISSION MEMBER,"RICKERT, JOHN T",
BUSINESS AFFAIRS,"RIEDLE,  SHELLIE A",FIRST DEPUTY COMMISSIONER
BOARD/COMMISSION MEMBER,"RIEFF LAKOURAS, LORRAINE J",
BOARD/COMMISSION MEMBER,"RIEHN, KARL",
MAYOR'S OFFICE,"RINGER,  JACOB P",ASST ADMINISTRATIVE SECRETARY I
POLICE,"RIVERA,  JUAN J",CHIEF
MAYOR'S OFFICE,"RIVERA, YASMIN",
HEALTH,"ROBERSON,  BARONICA Y",DEPUTY COMMISSIONER
BOARD/COMMISSION MEMBER,"ROBINSON, MARIE",
BOARD/COMMISSION MEMBER,"ROBINSON, NICOLE R",
BOARD/COMMISSION MEMBER,"ROBISON, DANIEL",
FIRE,"ROCHE,  KEVIN J",ASST DEPUTY CHIEF PARAMEDIC
AVIATION,"RODNEY,  WILLIAM S",DEPUTY COMMISSIONER
BOARD/COMMISSION MEMBER,"RODRIGUEZ, CLAUDIA P",
BOARD/COMMISSION MEMBER,"RODRIGUEZ, ELISA",
AVIATION,"RODRIGUEZ,  EVELIA",PUBLIC RELATIONS COORD
MAYOR'S OFFICE,"RODRIGUEZ,  GLENDA L",LEGISLATIVE ASST
POLICE,"RODRIGUEZ,  HECTOR J",COMMANDER
BOARD/COMMISSION MEMBER,"RODRIGUEZ, JULIO",
MAYOR'S OFFICE,"RODRIGUEZ,  MARIA D",ADMINISTRATIVE ASST
BOARD/COMMISSION MEMBER,"RODRIGUEZ, MARK A",
ENVIRONMENT,"RODRIGUEZ,  RICHARD L",COMMISSIONER OF ENVIRONMENT
BOARD/COMMISSION MEMBER,"RODRIGUEZ, V.",
BOARD/COMMISSION MEMBER,"ROGATZ, MATTHEW",
BOARD/COMMISSION MEMBER,"ROGEL, MARY J",
BOARD/COMMISSION MEMBER,"ROGERS, LARRY R",
ENVIRONMENT,"ROJAS,  VICTOR A",DEPUTY COMMISSIONER
BOARD/COMMISSION MEMBER,"ROLDAN, CELENA",
STREETS & SAN,"ROLDAN,  RAUL",WARD SUPERINTENDENT
BOARD/COMMISSION MEMBER,"ROMAN, G",
BOARD/COMMISSION MEMBER,"ROMAN, GABRIELA",
BOARD/COMMISSION MEMBER,"ROMANOWSKI, KATHRYN MARIE",
HUMAN RELATIONS,"ROMEO,  ARNOLD J",DIR / COMMUNITY LIAISON
BOARD/COMMISSION MEMBER,"ROONEY, TRISHA",
BOARD/COMMISSION MEMBER,"ROSALES, ARAHEL ALVA",
BOARD/COMMISSION MEMBER,"ROSENTHAL, BARRY",
IPRA,"ROSENZWEIG,  ILANA B",CHIEF ADMINISTRATOR
BOARD/COMMISSION MEMBER,"ROSSDEUTSCHER, ELIZABETH",
BOARD/COMMISSION MEMBER,"ROSSI, CARMAN",
BOARD/COMMISSION MEMBER,"ROSSIGNUOLO, JENNIFER",
POLICE,"ROTI,  NICHOLAS J",CHIEF
BOARD/COMMISSION MEMBER,"ROTTMAN JR., JOHN XAVIER",
POLICE,"ROTTNER,  BRUCE",DEPUTY CHIEF
STREETS & SAN,"ROURKE,  MICHAEL J",WARD SUPERINTENDENT
POLICE,"ROUSSELL,  JAMES M",COMMANDER
BOARD/COMMISSION MEMBER,"ROWE, RICHARD",
POLICE,"ROY,  EUGENE J",COMMANDER
BOARD/COMMISSION MEMBER,"ROZHKO, RICHARD",
MAYOR'S OFFICE,"RUBIO,  MARILYN",ASST TO THE MAYOR
BOARD/COMMISSION MEMBER,"RUDMAN, CINDY LESTER",
MAYOR'S OFFICE,"RUEMMLER,  MICHAEL",ADMINISTRATIVE ASST
POLICE,"RUIZ,  BERSCOTT F",COMMANDER
BOARD/COMMISSION MEMBER,"RUIZ, JESSE H",
BOARD/COMMISSION MEMBER,"RUIZ, MARIA",
BOARD/COMMISSION MEMBER,"RUMSEY, GEORGE W",
BOARD/COMMISSION MEMBER,"RUSSELL, CHERYL",
FIRE,"RUSSELL,  NICHOLAS",DEPUTY FIRE COMMISSIONER
DISABILITIES,"RUSSO,  JOSEPH C",DEPUTY COMMISSIONER
BOARD/COMMISSION MEMBER,"RUTTER, DEBORAH F.",
FIRE,"RYAN,  EUGENE D",DEPUTY FIRE COMMISSIONER
POLICE,"RYAN,  KEVIN P",COMMANDER
BOARD/COMMISSION MEMBER,"RYAN SR., ROBERT E",
BOARD/COMMISSION MEMBER,"SACKS, CARI",
BOARD/COMMISSION MEMBER,"SAHLI, ELLEN",
BOARD/COMMISSION MEMBER,"SAKS, JANE M",
BOARD/COMMISSION MEMBER,"SALADINO, MICHAEL",
POLICE,"SALEMME,  JOSEPH P",COMMANDER
BOARD/COMMISSION MEMBER,"SALGADO, JUAN",
BOARD/COMMISSION MEMBER,"SALITURE, JEANNE",
BOARD/COMMISSION MEMBER,"SALVATORE, JEANNE",
BOARD/COMMISSION MEMBER,"SALVATORE, MELISSA",
FIRE,"SAMPEY,  TIMOTHY T",CHIEF
BOARD/COMMISSION MEMBER,"SAMPSON, AVIS LAVELLE",
MAYOR'S OFFICE,"SAMPSON, JESSICA",DEPUTY CHIEF OPERATING OFFICER
FIRE,"SANCHEZ,  JESSE",DEPUTY DISTRICT CHIEF
BOARD/COMMISSION MEMBER,"SANCHEZ, SAMUEL",
STREETS & SAN,"SANCHEZ,  SANTA",WARD SUPERINTENDENT
BOARD/COMMISSION MEMBER,"SANDERS, REBECCAH A",
BOARD/COMMISSION MEMBER,"SANDERS, ROBBIE",
BOARD/COMMISSION MEMBER,"SANFOR, LISA S",
FAMILY & SUPPORT,"SANTACATERINA,  AMY M",DEPUTY COMMISSIONER
FIRE,"SANTIAGO,  JOSE A",DEPUTY FIRE COMMISSIONER / EXEC DIR OF OEMC
BOARD/COMMISSION MEMBER,"SANTIAGO, LYNETTE R",
BOARD/COMMISSION MEMBER,"SANTIAGO, SUSAN",
BOARD/COMMISSION MEMBER,"SANTIAGO, WILFREDO",
BOARD/COMMISSION MEMBER,"SANTOY, LISA S",
BOARD/COMMISSION MEMBER,"SASSO, RICHARD A",
BOARD/COMMISSION MEMBER,"SAVAGE, BRITT L",
BUDGET & MGMT,"SCALES,  PETER J",DIR OF PUBLIC AFFAIRS
BOARD/COMMISSION MEMBER,"SCHAB, NATALIE",
BOARD/COMMISSION MEMBER,"SCHAN, MCCARTHY, KAREN",
BOARD/COMMISSION MEMBER,"SCHAPIRO, ANDREW H.",
OEMC,"SCHATZ,  WILLIAM J",DEPUTY DIR
OEMC,"SCHENKEL, GARY",EXEC. DIR. MGMT & COMM.
BOARD/COMMISSION MEMBER,"SCHMIDT, ROELL",
DoIT,"SCHMITT,  DEBRA",DEPUTY CHIEF INFORMATION OFFICER
POLICE,"SCHMITZ,  LEO P",COMMANDER
HUMAN RELATIONS,"SCHMUTZ,  WILLIAM J",DIR / COMMUNITY LIAISON
ENVIRONMENT,"SCHNOES,  KEVIN E",DEPUTY COMMISSIONER
MAYOR'S OFFICE,"SCHRADER,  LISA P",FIRST DEPUTY CHIEF OF STAFF
BOARD/COMMISSION MEMBER,"SCHUMAKER, JACOB",
BOARD/COMMISSION MEMBER,"SCHUMAN, JAMES",
BOARD/COMMISSION MEMBER,"SCHUPPERT, HENRY",
BOARD/COMMISSION MEMBER,"SCHWARTZ, ERIN R",
BOARD/COMMISSION MEMBER,"SCOTT, DANIEL R",
MAYOR'S OFFICE,"SCOTT,  LOIS A",CHIEF FINANCIAL OFFICER
BOARD/COMMISSION MEMBER,"SCOTT, ZALDWAYNAKA",
COMMUNITY DEVELOPMENT,"SCUDIERO,  PATRICIA A",ZONING ADMINISTRATOR
BOARD/COMMISSION MEMBER,"SEARL, LINDA",
BOARD/COMMISSION MEMBER,"SEDLARZ, PAULINE",
LAW,"SEERY,  DAVID J",DEPUTY CORPORATION COUNSEL
BOARD/COMMISSION MEMBER,"SEGAL, RYAN",
BOARD/COMMISSION MEMBER,"SENCK, DAVID",
BOARD/COMMISSION MEMBER,"SERCYR, BLAKE",
BOARD/COMMISSION MEMBER,"SHALIT, ILAN J",
MAYOR'S OFFICE,"SHALLOW-DAVIS,  FELICIA A",DEPUTY CHIEF OF STAFF
POLICE,"SHEAR,  MARVIN J",ASST DEPUTY SUPT
BOARD/COMMISSION MEMBER,"SHEEGOG, BARCLAY L",
FIRE,"SHEHAN,  JOHN A",DEPUTY DISTRICT CHIEF
BOARD/COMMISSION MEMBER,"SHEHAN, MARY",
REVENUE,"SHEILS,  ANDREW P",FIRST DEPUTY DIR
FIRE,"SHELTON,  JEROME",CHIEF
BOARD/COMMISSION MEMBER,"SHEPHERD, LATNNA BLAIR",
FIRE,"SHEPPARD,  PATRICK D",DEPUTY DISTRICT CHIEF
FIRE,"SHERIDAN,  MARY L",ASST DEPUTY CHIEF PARAMEDIC
BOARD/COMMISSION MEMBER,"SHERIDAN,  TRINA",
BOARD/COMMISSION MEMBER,"SHERMAN-RATLIFF, STEPHANIE",
BOARD/COMMISSION MEMBER,"SHEWAKRAMANI, JAYESH",
BOARD/COMMISSION MEMBER,"SHINGLEDECKER, RANDY",
