_id,CT_ID,Collection,Coilection_ID,Subgenus,Species,Year,Month,Collecting_date,Country,Location,Latitude,Longitude,Elevation_minimum,Elevation_maximum,Collector,Caste
297,CT#297,NHMUK,010814721,Melanobombus,Bombus rufipes,1914,May,NA,Indonesia,Kerinci peak,-1.6967,101.2642,3048.00,3048.00,NA,Worker
298,CT#298,NHMUK,010814722,Melanobombus,Bombus rufipes,1914,May,NA,Indonesia,Kerinci peak,-1.6967,101.2642,3048.00,3048.00,NA,Queen
299,CT#299,NHMUK,010814723,Melanobombus,Bombus rufipes,1914,May,NA,Indonesia,Kerinci peak,-1.6967,101.2642,3048.00,3048.00,NA,Queen
300,CT#300,NHMUK,010814724,Melanobombus,Bombus rufipes,1914,May,NA,Indonesia,Kerinci peak,-1.6967,101.2642,3048.00,3048.00,NA,Queen
301,CT#301,NHMUK,013383961,Melanobombus,Bombus rufipes,1914,May,NA,Indonesia,Kerinci peak,-1.6967,101.2642,3048.00,3048.00,NA,Queen
302,CT#302,NHMUK,010814725,Melanobombus,Bombus rufipes,1914,May,NA,Indonesia,Kerinci peak,-1.6967,101.2642,3048.00,3048.00,NA,Queen
303,CT#303,NHMUK,010814726,Melanobombus,Bombus rufipes,1914,May,NA,Indonesia,Kerinci peak,-1.6967,101.2642,3048.00,3048.00,NA,Queen
304,CT#304,NHMUK,010814727,Melanobombus,Bombus rufipes,1914,May,NA,Indonesia,Kerinci peak,-1.6967,101.2642,3048.00,3048.00,NA,Queen
305,CT#305,NHMUK,010814728,Melanobombus,Bombus rufipes,1914,May,NA,Indonesia,Kerinci peak,-1.6967,101.2642,3048.00,3048.00,NA,Queen
306,CT#306,NHMUK,010814729,Melanobombus,Bombus rufipes,1914,May,NA,Indonesia,Kerinci peak,-1.6967,101.2642,3048.00,3048.00,NA,Worker
307,CT#307,NHMUK,010814730,Melanobombus,Bombus rufipes,1914,May,NA,Indonesia,Kerinci peak,-1.6967,101.2642,NA,NA,NA,Worker
308,CT#308,NHMUK,010814731,Melanobombus,Bombus rufipes,1914,Jun,NA,Indonesia,Kerinci peak,-1.6967,101.2642,1219.00,1220.00,NA,Worker
309,CT#309,NHMUK,010814732,Melanobombus,Bombus rufipes,1914,May,NA,Indonesia,Kerinci peak,-1.6967,101.2642,NA,NA,NA,Male
310,CT#310,NHMUK,010814733,Melanobombus,Bombus rufipes,1914,May,NA,Indonesia,Kerinci peak,-1.6967,101.2642,NA,NA,NA,Male
311,CT#311,NHMUK,010814734,Melanobombus,Bombus rufipes,1892,NA,NA,Indonesia,Sumatra,-1.6967,101.2642,NA,NA,NA,Worker
312,CT#312,NHMUK,010814735,Melanobombus,Bombus rufipes,1914,May,NA,Indonesia,Kerinci peak,-1.6967,101.2642,NA,NA,NA,Male
313,CT#313,NHMUK,010814736,Melanobombus,Bombus rufipes,1914,May,NA,Indonesia,Kerinci peak,-1.6967,101.2642,NA,NA,NA,Male
314,CT#314,NHMUK,010814737,Melanobombus,Bombus rufipes,1914,May,NA,Indonesia,Kerinci peak,-1.6967,101.2642,NA,NA,NA,Male
315,CT#315,NHMUK,010814738,Melanobombus,Bombus rufipes,1914,May,NA,Indonesia,Kerinci peak,-1.6967,101.2642,3048.00,3048.00,NA,Worker
316,CT#316,NHMUK,010814739,Melanobombus,Bombus rufipes,1914,May,NA,Indonesia,Kerinci peak,-1.6967,101.2642,3048.00,3048.00,NA,Worker
317,CT#317,NHMUK,010814740,Melanobombus,Bombus rufipes,1914,May,NA,Indonesia,Kerinci peak,-1.6967,101.2642,NA,NA,NA,Male
318,CT#318,NHMUK,010814741,Melanobombus,Bombus rufipes,1914,May,NA,Indonesia,Kerinci peak,-1.6967,101.2642,3048.00,3048.00,NA,Worker
319,CT#319,NHMUK,010814742,Melanobombus,Bombus rufipes,1914,May,NA,Indonesia,Kerinci peak,-1.6967,101.2642,3048.00,3048.00,NA,Worker
320,CT#320,NHMUK,010814743,Melanobombus,Bombus rufipes,1914,May,NA,Indonesia,Kerinci peak,-1.6967,101.2642,3048.00,3048.00,NA,Worker
321,CT#321,NHMUK,013383959,Melanobombus,Bombus rufipes,1914,May,NA,Indonesia,Kerinci peak,-1.6967,101.2642,3048.00,3048.00,NA,Worker
322,CT#322,NHMUK,013383960,Melanobombus,Bombus rufipes,1954,Jan,3/1/1954,Indonesia,Kerinci Mountain,-1.6967,101.2642,NA,NA,A. H. G. Alston,Worker
323,CT#323,NHMUK,010814744,Melanobombus,Bombus rufipes,1914,May,NA,Indonesia,Kerinci peak,-1.6967,101.2642,NA,NA,NA,Male
324,CT#324,NHMUK,010814745,Melanobombus,Bombus rufipes,1914,May,NA,Indonesia,Kerinci peak,-1.6967,101.2642,NA,NA,NA,Male
325,CT#325,NHMUK,010814746,Melanobombus,Bombus rufipes,1914,May,NA,Indonesia,Kerinci peak,-1.6967,101.2642,3048.00,3048.00,NA,Queen
326,CT#326,NHMUK,013383956,Melanobombus,Bombus rufipes,1929,Dec,27/12/1929,Indonesia,Sibayak,3.2,98.5167,2094.00,2094.00,H. T. Pagden,Queen
327,CT#327,NHMUK,010814747,Melanobombus,Bombus rufipes,1929,Dec,22/12/1929,Indonesia,Sipiso piso ?,2.9211428,98.5242274,1940.00,1940.00,H. T. Pagden,Worker
328,CT#328,NHMUK,010814748,Melanobombus,Bombus rufipes,1929,Dec,22/12/1929,Indonesia,Sipiso piso ?,2.9211428,98.5242274,1940.00,1940.00,H. T. Pagden,Worker
329,CT#329,NHMUK,010814749,Melanobombus,Bombus rufipes,1929,Dec,22/12/1929,Indonesia,Sipiso piso ?,2.9211428,98.5242274,1940.00,1940.00,H. T. Pagden,Worker
330,CT#330,NHMUK,010814750,Melanobombus,Bombus rufipes,1929,Dec,22/12/1929,Indonesia,Sipiso piso ?,2.9211428,98.5242274,1940.00,1940.00,H. T. Pagden,Worker
331,CT#331,NHMUK,010814751,Melanobombus,Bombus rufipes,1929,Dec,22/12/1929,Indonesia,Sipiso piso ?,2.9211428,98.5242274,1940.00,1940.00,H. T. Pagden,Worker
332,CT#332,NHMUK,010814752,Melanobombus,Bombus rufipes,1929,Dec,22/12/1929,Indonesia,Sipiso piso ?,2.9211428,98.5242274,1940.00,1940.00,H. T. Pagden,Worker
333,CT#333,NHMUK,010814753,Melanobombus,Bombus rufipes,1929,Dec,22/12/1929,Indonesia,Sipiso piso ?,2.9211428,98.5242274,1940.00,1940.00,H. T. Pagden,Worker
334,CT#334,NHMUK,010814754,Melanobombus,Bombus rufipes,1929,Dec,22/12/1929,Indonesia,Sipiso piso ?,2.9211428,98.5242274,1940.00,1940.00,H. T. Pagden,Worker
335,CT#335,NHMUK,010814755,Melanobombus,Bombus rufipes,1929,Dec,25/12/1929,Indonesia,Berastagi ,3.1853,98.5049,1524.00,1524.00,H. T. Pagden,Worker
336,CT#336,NHMUK,010814756,Melanobombus,Bombus rufipes,1929,Dec,25/12/1929,Indonesia,Berastagi ,3.1853,98.5049,1524.00,1524.00,H. T. Pagden,Worker
337,CT#337,NHMUK,010814757,Melanobombus,Bombus rufipes,1929,Dec,27/12/1929,Indonesia,Sibayak,3.2,98.5167,1800.00,2094.00,H. T. Pagden,Worker
338,CT#338,NHMUK,010814758,Melanobombus,Bombus rufipes,1929,Dec,27/12/1929,Indonesia,Sibayak,3.2,98.5167,1800.00,2094.00,H. T. Pagden,Worker
339,CT#339,NHMUK,010814759,Melanobombus,Bombus rufipes,1929,Dec,27/12/1929,Indonesia,Sibayak,3.2,98.5167,2094.00,2094.00,H. T. Pagden,Worker
340,CT#340,NHMUK,010814760,Melanobombus,Bombus rufipes,1929,Dec,28/12/1929,Indonesia,Sinabung,3.1685358,98.3897662,2451.00,2451.00,H. T. Pagden,Worker
341,CT#341,NHMUK,010814761,Melanobombus,Bombus rufipes,1929,Dec,28/12/1929,Indonesia,Sinabung,3.170848,98.3982469,1800.00,1800.00,H. T. Pagden,Worker
342,CT#342,NHMUK,010814762,Melanobombus,Bombus rufipes,1929,Dec,28/12/1929,Indonesia,Sinabung,3.170848,98.3982469,1800.00,1800.00,H. T. Pagden,Worker
343,CT#343,NHMUK,010814763,Melanobombus,Bombus rufipes,1929,Dec,28/12/1929,Indonesia,Sinabung,3.1685358,98.3897662,2451.00,2451.00,H. T. Pagden,Worker
344,CT#344,NHMUK,010814764,Melanobombus,Bombus rufipes,1929,Dec,28/12/1929,Indonesia,Sinabung,3.1685358,98.3897662,2451.00,2451.00,H. T. Pagden,Worker
345,CT#345,NHMUK,010814765,Melanobombus,Bombus rufipes,1929,Dec,28/12/1929,Indonesia,Sinabung,3.1685358,98.3897662,2451.00,2451.00,H. T. Pagden,Worker
346,CT#346,NHMUK,010814766,Melanobombus,Bombus rufipes,1894,Feb,NA,Indonesia,North Sumatra,3.766667,98.733333,NA,NA,Dr. L. Martin,Worker
347,CT#347,NHMUK,010814767,Melanobombus,Bombus rufipes,1937,Sep,NA,Indonesia,Gunung Gede,-6.7878,106.9819,914.00,2134.00,K. M. Walsh,Worker
348,CT#348,NHMUK,010814768,Melanobombus,Bombus rufipes,NA,NA,NA,Indonesia,Gunung Gede,-6.7878,106.9819,1219.00,1524.00,K. M. Walsh,Worker
349,CT#349,NHMUK,010814769,Melanobombus,Bombus rufipes,1937,Oct,NA,Indonesia,Gunung Gede,-6.7878,106.9819,1219.00,1524.00,K. M. Walsh,Worker
350,CT#350,NHMUK,010814770,Melanobombus,Bombus rufipes,1938,Jan,NA,Indonesia,Mt. Djampang,-7.0909,107.6689,NA,NA,K. M. Walsh,Worker
351,CT#351,NHMUK,010814771,Melanobombus,Bombus rufipes,1937,Sep,NA,Indonesia,Gunung Gede,-6.7878,106.9819,914.00,2134.00,K. M. Walsh,Worker
352,CT#352,NHMUK,010814772,Melanobombus,Bombus rufipes,1937,Oct,NA,Indonesia,Gunung Gede,-6.7878,106.9819,1219.00,1524.00,K. M. Walsh,Worker
353,CT#353,NHMUK,010814773,Melanobombus,Bombus rufipes,1937,Oct,NA,Indonesia,Gunung Gede,-6.7878,106.9819,1219.00,1524.00,K. M. Walsh,Worker
354,CT#354,NHMUK,010814774,Melanobombus,Bombus rufipes,1937,Oct,NA,Indonesia,Gunung Gede,-6.7878,106.9819,1219.00,1524.00,K. M. Walsh,Worker
355,CT#355,NHMUK,010814775,Melanobombus,Bombus rufipes,NA,NA,NA,Indonesia,Gunung Gede,-6.7878,106.9819,1219.00,1524.00,K. M. Walsh,Worker
356,CT#356,NHMUK,010814776,Melanobombus,Bombus rufipes,1937,Oct,NA,Indonesia,Gunung Gede,-6.7878,106.9819,1219.00,1524.00,K. M. Walsh,Worker
357,CT#357,NHMUK,010814777,Melanobombus,Bombus rufipes,1937,Oct,NA,Indonesia,Gunung Gede,-6.7878,106.9819,1219.00,1524.00,K. M. Walsh,Worker
358,CT#358,NHMUK,010814778,Melanobombus,Bombus rufipes,1937,Oct,NA,Indonesia,Gunung Gede,-6.7878,106.9819,1219.00,1524.00,K. M. Walsh,Worker
359,CT#359,NHMUK,010814779,Melanobombus,Bombus rufipes,1937,Oct,NA,Indonesia,Gunung Gede,-6.7878,106.9819,1219.00,1524.00,K. M. Walsh,Worker
360,CT#360,NHMUK,010814780,Melanobombus,Bombus rufipes,1937,Oct,NA,Indonesia,Gunung Gede,-6.7878,106.9819,1219.00,1524.00,K. M. Walsh,Worker
361,CT#361,NHMUK,010814781,Melanobombus,Bombus rufipes,1937,Oct,NA,Indonesia,Gunung Gede,-6.7878,106.9819,1219.00,1524.00,K. M. Walsh,Worker
362,CT#362,NHMUK,010814782,Melanobombus,Bombus rufipes,1937,Sep,NA,Indonesia,Gunung Gede,-6.7878,106.9819,914.00,2134.00,K. M. Walsh,Worker
363,CT#363,NHMUK,010814783,Melanobombus,Bombus rufipes,1937,Aug,NA,Indonesia,Gunung Malang,-6.6696,106.7205,914.00,1219.00,K. M. Walsh,Worker
364,CT#364,NHMUK,010814784,Melanobombus,Bombus rufipes,1937,Oct,NA,Indonesia,Gunung Gede,-6.7878,106.9819,1219.00,1524.00,K. M. Walsh,Worker
365,CT#365,NHMUK,010814785,Melanobombus,Bombus rufipes,1937,Sep,NA,Indonesia,Gunung Gede,-6.7878,106.9819,914.00,2134.00,K. M. Walsh,Worker
366,CT#366,NHMUK,010814786,Melanobombus,Bombus rufipes,1937,Oct,NA,Indonesia,Gunung Gede,-6.7878,106.9819,1219.00,1524.00,K. M. Walsh,Worker
367,CT#367,NHMUK,010814787,Melanobombus,Bombus rufipes,1937,Oct,NA,Indonesia,Gunung Gede,-6.7878,106.9819,1219.00,1524.00,K. M. Walsh,Worker
368,CT#368,NHMUK,010814788,Melanobombus,Bombus rufipes,1937,Oct,NA,Indonesia,Gunung Gede,-6.7878,106.9819,1219.00,1524.00,K. M. Walsh,Worker
369,CT#369,NHMUK,010814789,Melanobombus,Bombus rufipes,1937,Sep,NA,Indonesia,Gunung Gede,-6.7878,106.9819,914.00,2134.00,K. M. Walsh,Worker
370,CT#370,NHMUK,010814790,Melanobombus,Bombus rufipes,1937,Oct,NA,Indonesia,Gunung Gede,-6.7878,106.9819,1219.00,1524.00,K. M. Walsh,Worker
371,CT#371,NHMUK,010814791,Melanobombus,Bombus rufipes,1937,Oct,NA,Indonesia,Gunung Gede,-6.7878,106.9819,1219.00,1524.00,K. M. Walsh,Worker
372,CT#372,NHMUK,010814792,Melanobombus,Bombus rufipes,1937,Oct,NA,Indonesia,Gunung Gede,-6.7878,106.9819,1219.00,1524.00,K. M. Walsh,Worker
373,CT#373,NHMUK,010814793,Melanobombus,Bombus rufipes,1937,Oct,NA,Indonesia,Gunung Gede,-6.7878,106.9819,1219.00,1524.00,K. M. Walsh,Worker
374,CT#374,NHMUK,010814794,Melanobombus,Bombus rufipes,1937,Oct,NA,Indonesia,Gunung Gede,-6.7878,106.9819,1219.00,1524.00,K. M. Walsh,Male
375,CT#375,NHMUK,010814795,Melanobombus,Bombus rufipes,1936,Jan,NA,Indonesia,Gunung Cibodas,-6.8351557,107.6646049,1219.00,1219.00,L. E. Cheesman,Worker
376,CT#376,NHMUK,010814796,Melanobombus,Bombus rufipes,1936,Jan,NA,Indonesia,Gunung Cibodas,-6.8351557,107.6646049,1219.00,1219.00,L. E. Cheesman,Worker
377,CT#377,NHMUK,010814797,Melanobombus,Bombus rufipes,1936,Jan,NA,Indonesia,Gunung Cibodas,-6.8351557,107.6646049,1219.00,1219.00,L. E. Cheesman,Worker
378,CT#378,NHMUK,010814798,Melanobombus,Bombus rufipes,1936,Jan,NA,Indonesia,Gunung Cibodas,-6.8351557,107.6646049,1219.00,1219.00,L. E. Cheesman,Worker
379,CT#379,NHMUK,010814799,Melanobombus,Bombus rufipes,1936,Jan,NA,Indonesia,Gunung Cibodas,-6.8351557,107.6646049,1219.00,1219.00,L. E. Cheesman,Worker
380,CT#380,NHMUK,010814800,Melanobombus,Bombus rufipes,1936,Jan,NA,Indonesia,Gunung Cibodas,-6.8351557,107.6646049,1219.00,1219.00,L. E. Cheesman,Worker
381,CT#381,NHMUK,010814801,Melanobombus,Bombus rufipes,1936,Jan,NA,Indonesia,Gunung Cibodas,-6.8351557,107.6646049,1219.00,1219.00,L. E. Cheesman,Worker
382,CT#382,NHMUK,010814802,Melanobombus,Bombus rufipes,NA,NA,NA,Indonesia,Java,-7.6145,110.7122,NA,NA,NA,Worker
383,CT#383,NHMUK,010814803,Melanobombus,Bombus rufipes,NA,NA,NA,Indonesia,Java,-7.6145,110.7122,NA,NA,NA,Male
384,CT#384,NHMUK,010814804,Melanobombus,Bombus rufipes,NA,NA,NA,Indonesia,Java,-7.6145,110.7122,NA,NA,NA,Worker
385,CT#385,NHMUK,010814805,Melanobombus,Bombus rufipes,NA,NA,NA,Indonesia,Java,-7.6145,110.7122,NA,NA,NA,Worker
386,CT#386,NHMUK,010814806,Melanobombus,Bombus rufipes,NA,NA,NA,Indonesia,Java,-7.6145,110.7122,NA,NA,NA,Worker
387,CT#387,NHMUK,010814807,Melanobombus,Bombus rufipes,1938,Jan,NA,Indonesia,Gunung Malang,-6.6696,106.7205,914.00,1219.00,K. M. Walsh,Worker
388,CT#388,NHMUK,010814808,Melanobombus,Bombus rufipes,1938,Jan,NA,Indonesia,Gunung Malang,-6.6696,106.7205,914.00,1219.00,K. M. Walsh,Worker
389,CT#389,NHMUK,010814809,Melanobombus,Bombus rufipes,1938,Jan,NA,Indonesia,Gunung Malang,-6.6696,106.7205,914.00,1219.00,K. M. Walsh,Worker
390,CT#390,NHMUK,010814810,Melanobombus,Bombus rufipes,1937,Aug,NA,Indonesia,Gunung Malang,-6.6696,106.7205,914.00,1219.00,K. M. Walsh,Worker
391,CT#391,NHMUK,010814811,Melanobombus,Bombus richardsiellus,1931,Jul,31/7/1931,Myanmar,Adung Valley ,28.13,97.7,3658.00,3658.00,Lord Cranbrook,Worker
392,CT#392,NHMUK,010814812,Melanobombus,Bombus richardsiellus,1931,Feb,4/2/1931,Myanmar,Adung Valley ,28.13,97.7,1829.00,1829.00,Lord Cranbrook,Male
393,CT#393,NHMUK,010814813,Melanobombus,Bombus richardsiellus,1931,Jul,8/7/1931,Myanmar,Adung Valley ,28.13,97.7,3658.00,3658.00,Lord Cranbrook,Male
394,CT#394,NHMUK,010814826,Alpigenobombus,Bombus nobilis,1931,Jun,14/6/1931,Myanmar,Adung Valley ,28.13,97.7,3658.00,3658.00,F. Kingdon Ward,Queen
395,CT#395,NHMUK,010814827,Alpigenobombus,Bombus nobilis,1931,Feb,7/2/1931,Myanmar,Adung Valley ,28.13,97.7,3658.00,3658.00,Lord Cranbrook,Queen
396,CT#396,NHMUK,010814828,Alpigenobombus,Bombus nobilis,1931,Jul,23/7/1931,Myanmar,Adung Valley ,28.13,97.7,3658.00,3658.00,Lord Cranbrook,Queen
397,CT#397,NHMUK,010814829,Alpigenobombus,Bombus nobilis,1931,Sep,7/9/1931,Myanmar,Adung Valley ,28.13,97.7,3658.00,3658.00,Lord Cranbrook,Queen
398,CT#398,NHMUK,010814830,Alpigenobombus,Bombus nobilis,1931,Jun,27/6/1931,Myanmar,Adung Valley ,28.13,97.7,3658.00,3658.00,Lord Cranbrook,Worker
399,CT#399,NHMUK,010814831,Alpigenobombus,Bombus nobilis,1931,Sep,10/9/1931,Myanmar,Adung Valley ,28.13,97.7,1829.00,1829.00,Lord Cranbrook,Worker
400,CT#400,NHMUK,010814832,Alpigenobombus,Bombus nobilis,1931,Jul,31/7/1931,Myanmar,Adung Valley ,28.13,97.7,3658.00,3658.00,Lord Cranbrook,Worker
401,CT#401,NHMUK,010814833,Alpigenobombus,Bombus nobilis,1931,Aug,16/8/1931,Myanmar,Adung Valley ,28.13,97.7,3658.00,3658.00,Lord Cranbrook,Worker
402,CT#402,NHMUK,010814834,Alpigenobombus,Bombus nobilis,1931,Feb,8/2/1931,Myanmar,Adung Valley ,28.13,97.7,3658.00,3658.00,Lord Cranbrook,Worker
403,CT#403,NHMUK,010814835,Alpigenobombus,Bombus nobilis,1931,Sep,7/9/1931,Myanmar,Adung Valley ,28.13,97.7,3962.00,3962.00,Lord Cranbrook,Worker
404,CT#404,NHMUK,010814836,Melanobombus,Bombus festivus,1931,Jul,27/7/1931,Myanmar,Adung Valley ,28.13,97.7,3658.00,3658.00,Lord Cranbrook,Worker
405,CT#405,NHMUK,010814837,Melanobombus,Bombus festivus,1931,Jul,27/7/1931,Myanmar,Adung Valley ,28.13,97.7,3658.00,3658.00,Lord Cranbrook,Worker
406,CT#406,NHMUK,010814838,Melanobombus,Bombus festivus,1931,Jul,27/7/1931,Myanmar,Adung Valley ,28.13,97.7,3658.00,3658.00,Lord Cranbrook,Worker
407,CT#407,NHMUK,010814839,Melanobombus,Bombus festivus,1931,Jul,27/7/1931,Myanmar,Adung Valley ,28.13,97.7,3658.00,3658.00,Lord Cranbrook,Worker
408,CT#408,NHMUK,010814840,Melanobombus,Bombus festivus,1931,Jul,27/7/1931,Myanmar,Adung Valley ,28.13,97.7,3658.00,3658.00,F. Kingdon Ward,Worker
409,CT#409,NHMUK,010814841,Melanobombus,Bombus festivus,1931,Jul,27/7/1931,Myanmar,Adung Valley ,28.13,97.7,3658.00,3658.00,Lord Cranbrook,Worker
410,CT#410,NHMUK,010814842,Melanobombus,Bombus festivus,1931,Jul,27/7/1931,Myanmar,Adung Valley ,28.13,97.7,3658.00,3658.00,Lord Cranbrook,Worker
411,CT#411,NHMUK,010814843,Melanobombus,Bombus festivus,1931,Aug,12/8 1931,Myanmar,Adung Valley ,28.13,97.7,3658.00,3658.00,Lord Cranbrook,Worker
412,CT#412,NHMUK,010814844,Melanobombus,Bombus festivus,1931,Aug,16/8 1931,Myanmar,Adung Valley ,28.13,97.7,3658.00,3658.00,Lord Cranbrook,Worker
413,CT#413,NHMUK,010814845,Melanobombus,Bombus festivus,1924,Feb,5/2/1924,Vietnam,Ngai-Tio,22.6,103.6666667,1463.00,1463.00,H. Stevens,Worker
414,CT#414,NHMUK,010814885,Megabombus,Bombus albopleuralis,1938,Aug,15/8/1938,Myanmar,Nam Tamai Valley,27.7,97.9,914.40,915.40,R. Kaulback,Male
415,CT#415,NHMUK,010814886,Alpigenobombus,Bumbus breviceps,1917,Nov,14/11/1917,Laos,Muong Pek,NA,NA,NA,NA,R. V. de Salvasa,Male
416,CT#416,NHMUK,010814887,Melanobombus,Bombus eximius,1922,Mar,16/3/1922,Thailand,Khao Luang,8.494166,99.7124904,NA,NA,H. M. Pendlebury,Male
417,CT#417,NHMUK,010814888,Melanobombus,Bombus eximius,1983,Apr,4/4/1983,Thailand,Phu Luang Wildlife Reserve,17.28333333,101.5166667,1500.00,1500.00,David J. Dupuy,Worker
418,CT#418,NHMUK,010814889,Melanobombus,Bombus eximius,1983,Apr,4/4/1983,Thailand,Phu Luang Wildlife Reserve,17.28333333,101.5166667,1500.00,1500.00,David J. Dupuy,Worker
419,CT#419,NHMUK,010814890,Melanobombus,Bombus eximius,1983,Apr,4/4/1983,Thailand,Phu Luang Wildlife Reserve,17.28333333,101.5166667,1500.00,1500.00,David J. Dupuy,Worker
420,CT#420,NHMUK,010814891,Pyrobombus,Bombus flavescens,1905,Jul,17/7/1905,Malaysia ,Gunung Tahan,4.633,102.235,2133.60,2133.60,H. C. Robinson,Male
421,CT#421,NHMUK,010814892,Megabombus,Bombus senex,1914,Mar,NA,Indonesia,Kerinci,-1.6967,101.2642,1219.20,1219.20,NA,Male
422,CT#422,NHMUK,010814893,Alpigenobombus,Bombus genalis,1935,Mar,30/3/1935,India,Lohit river,27.7985,95.6353,NA,NA,M. Steele,Worker
423,CT#423,NHMUK,010814894,Melanobombus,Bombus rufipes,1936,Jan,NA,Indonesia,Gunung Arjuno,-7.76,112.59,NA,NA,K. M. Walsh,Worker
424,CT#424,NHMUK,010814895,Melanobombus,Bombus rufipes,1936,Jan,NA,Indonesia,Gunung Arjuno,-7.76,112.59,NA,NA,K. M. Walsh,Worker
425,CT#425,NHMUK,010814896,Melanobombus,Bombus rufipes,1936,Jan,NA,Indonesia,Gunung Arjuno,-7.76,112.59,NA,NA,K. M. Walsh,Worker
426,CT#426,NHMUK,010814897,Melanobombus,Bombus rufipes,1937,Oct,NA,Indonesia,Mt. Gede,-6.7878,106.9819,1219.20,1524.00,K. M. Walsh,Worker
427,CT#427,NHMUK,010814898,Melanobombus,Bombus rufipes,1938,Mar,5/3/1938,Indonesia,Tengger Highlands,-8.02,112.95,1828.80,1828.80,K. M. Walsh,Worker
428,CT#428,NHMUK,010814899,Melanobombus,Bombus rufipes,1938,Feb,5/2/1938,Indonesia,Tengger Highlands,-8.02,112.95,1100.00,1100.00,K. M. Walsh,Male
429,CT#429,NHMUK,010814900,Melanobombus,Bombus rufipes,1936,Jan,NA,Indonesia,Gunung Arjuno,-7.76,112.59,NA,NA,K. M. Walsh,Worker
430,CT#430,NHMUK,010814901,Melanobombus,Bombus rufipes,1936,Jan,NA,Indonesia,Gunung Arjuno,-7.76,112.59,NA,NA,K. M. Walsh,Worker
431,CT#431,NHMUK,010814902,Melanobombus,Bombus rufipes,1936,Jan,NA,Indonesia,Gunung Arjuno,-7.76,112.59,NA,NA,K. M. Walsh,Worker
432,CT#432,NHMUK,010814903,Melanobombus,Bombus rufipes,1938,Feb,5/2/1938,Indonesia,Tengger Highlands,-7.76,112.59,1100.00,1101.00,K. M. Walsh,Male
433,CT#433,NHMUK,010814904,Melanobombus,Bombus rufipes,1936,Jan,NA,Indonesia,Gunung Arjuno,-7.76,112.59,NA,NA,K. M. Walsh,Worker
434,CT#434,NHMUK,010814905,Melanobombus,Bombus rufipes,1936,Jan,NA,Indonesia,Gunung Arjuno,-7.76,112.59,NA,NA,K. M. Walsh,Worker
435,CT#435,NHMUK,010814906,Melanobombus,Bombus rufipes,1936,Jan,NA,Indonesia,Gunung Arjuno,-7.76,112.59,NA,NA,K. M. Walsh,Worker
436,CT#436,NHMUK,010814907,Melanobombus,Bombus rufipes,1936,Jan,NA,Indonesia,Gunung Arjuno,-7.76,112.59,NA,NA,K. M. Walsh,Worker
437,CT#437,NHMUK,010814908,Melanobombus,Bombus rufipes,1936,Jan,NA,Indonesia,Gunung Arjuno,-7.76,112.59,NA,NA,K. M. Walsh,Worker
438,CT#438,NHMUK,010814909,Melanobombus,Bombus rufipes,1936,Jan,NA,Indonesia,Gunung Arjuno,-7.76,112.59,NA,NA,K. M. Walsh,Worker
439,CT#439,NHMUK,010814910,Melanobombus,Bombus rufipes,1936,Jan,NA,Indonesia,Gunung Arjuno,-7.76,112.59,NA,NA,K. M. Walsh,Worker
440,CT#440,NHMUK,010814911,Melanobombus,Bombus rufipes,1936,Jan,NA,Indonesia,Gunung Arjuno,-7.76,112.59,NA,NA,K. M. Walsh,Worker
441,CT#441,NHMUK,010814912,Melanobombus,Bombus rufipes,1936,Jan,NA,Indonesia,Gunung Arjuno,-7.76,112.59,NA,NA,K. M. Walsh,Worker
442,CT#442,NHMUK,010814913,Melanobombus,Bombus rufipes,1936,Jan,NA,Indonesia,Gunung Arjuno,-7.76,112.59,NA,NA,K. M. Walsh,Worker
443,CT#443,NHMUK,010814914,Melanobombus,Bombus rufipes,1937,Aug,NA,Indonesia,Gunung Gede,-6.7878,106.9819,914.40,2133.60,K. M. Walsh,Worker
444,CT#444,NHMUK,010814915,Melanobombus,Bombus rufipes,1936,Jan,NA,Indonesia,Gunung Arjuno,-7.76,112.59,NA,NA,K. M. Walsh,Worker
445,CT#445,NHMUK,010814916,Melanobombus,Bombus rufipes,1936,Jan,NA,Indonesia,Gunung Arjuno,-7.76,112.59,NA,NA,K. M. Walsh,Worker
446,CT#446,NHMUK,010814917,Melanobombus,Bombus rufipes,1936,Jan,NA,Indonesia,Gunung Arjuno,-7.76,112.59,NA,NA,K. M. Walsh,Worker
447,CT#447,NHMUK,010814918,Melanobombus,Bombus rufipes,1938,May,NA,Indonesia,Tengger Highlands,-8.02,112.95,1100.00,1100.00,K. M. Walsh,Male
448,CT#448,NHMUK,010814919,Melanobombus,Bombus rufipes,1938,May,NA,Indonesia,Tengger Highlands,-8.02,112.95,1100.00,1100.00,K. M. Walsh,Worker
449,CT#449,NHMUK,010814920,Melanobombus,Bombus rufipes,1938,May,NA,Indonesia,Tengger Highlands,-8.02,112.95,1100.00,1100.00,K. M. Walsh,Worker
450,CT#450,NHMUK,010814921,Melanobombus,Bombus rufipes,1938,May,NA,Indonesia,Tengger Highlands,-8.02,112.95,1100.00,1100.00,K. M. Walsh,Male
451,CT#451,NHMUK,010814922,Melanobombus,Bombus rufipes,1938,May,NA,Indonesia,Tengger Highlands,-8.02,112.95,1100.00,1100.00,K. M. Walsh,Worker
